prompt,completion
"Question:
Two      advantages of separating declaration from definition are: .....

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear.

Student Response:
1) when in a class while defining a large number of member functions , seperating the declaration so that we can declare it after the class is completed helps in getting the overall idea of how many member functions are present ,which are virtual ,which are pure virtual functions ..etc. all the variables, constructors, member functions , will be  lined up one below the other which gives good picture of total functions of the class.

2) seperating the declaration from definition helps a lot in inheritance , example :
when there is a virtual function in base class that is not declared yet and is inhertited to a daughter class

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Under which circumstances is a multilayer perceptron neural network with multiple hidden layers (&gt;1 layer) desirable?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering efficiently so perform further tasks well. example, then more hidden layers required extract out, and critical learning features required with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: efficiently so perform further tasks well. example, then more hidden layers required extract out, and critical learning features required) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention efficiently so perform further tasks well. example, then more hidden layers required extract out, and critical learning features required.

Student Response:
it is desirable when we are aiming for higher generalisation and higher efficiency . multilayer NN would not require too many neurons in one single layer thus improving efficiency

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
Cleaning of slow sand filter is done by

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering 2cm cut off medium, then it washed, and uncontrollable with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: 2cm cut off medium, then it washed, and uncontrollable) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention 2cm cut off medium, then it washed, and uncontrollable.

Student Response:
scrapping a small layer of medium from the top of the filter.

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
a. The pipe system call creates two file descriptors fd[0] and fd[1]. Writes using fd[0] can be read using fd[0] or vice-versa (read on fd[1] and write on fd[0]).

Rubric:
Score 2 (Correct): States False and provides a correct justification referencing write can only done fd 1, read can only done fd 0, and justification (e.g., the causal link / mechanism).
Score 1 (Partial): States False OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
**FALSE**

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
Strain is a

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering strain ratio change length original length, original, and strain with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: strain ratio change length original length, original, and strain) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention strain ratio change length original length, original, and strain.

Student Response:
Strain is a 2nd rank tensor?...a dimensionless quantity?

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
To segment the rose petals [4 marks]:

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5 with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5.

Student Response:
H: narrow range centered at 0/360degree , possibly (330,20) for red color
S: narrow

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
What is the need to use homogenous coordinates for 2D transformations?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization.

Student Response:
to standardized the matrix

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Strain is a

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering strain ratio change length original length, original, and strain with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: strain ratio change length original length, original, and strain) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention strain ratio change length original length, original, and strain.

Student Response:
Strain is a ratio of change in length and original length

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
Differentiate between true random number and pseudorandom number generators.

Rubric:
Score 2 (Correct): States True and provides a correct justification referencing trng uses unpredictable physical mean computation random number, results truely random, and differentiate (e.g., the causal link / mechanism).
Score 1 (Partial): States True OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
TRNG use an unpredictable physical means to generate numbers ex- atmospheric noise. PRNG use a Mathematical algorithms to generate number.

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
What do you mean by empirical equations?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering what do you mean empirical equations, mathematical, and experiments with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: what do you mean empirical equations, mathematical, and experiments) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention what do you mean empirical equations, mathematical, and experiments.

Student Response:
which gives a empirical results of any observation

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
To segment the rose petals [4 marks]:

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5 with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5.

Student Response:
To segment rose petals: 
Hue: wide range around 0 degrees. for rose petals red colour is the dominant one along with some dark shadows.
Saturation: in the wide range from low to quite high. Lower because of the shadows, and high because of red colour. As red colour is a pure colour the saturation for red will be high.
Intensity: Towards low side (0-0.45). Again low because of dark pixels and around .3-.4 because of red pixels, that is it will have mostly red values and other values to zeros that just means that intensity will be low.

If we were to ignore the dark shadows,

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
c. Without the timer interrupt, the OS has no opportunities to schedule READY processes and share the CPU for multitasking.

Rubric:
Score 2 (Correct): States False and provides a correct justification referencing os has no opportunities schedule ready processes, no marks. c. without timer interrupt, and justify. no correct justification (e.g., the causal link / mechanism).
Score 1 (Partial): States False OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
True, as the schedule READY processes depends on the user and it interrupt the user permission

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
What is the need to use homogenous coordinates for 2D transformations?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization.

Student Response:
by using homogeneous co-ordinate we can easily convert it to matrix form to calculate easily.

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
List down the types of irrigation methods? ________________

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering sprinkler irrigation, drip irrigation, and furrow method with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: sprinkler irrigation, drip irrigation, and furrow method) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention sprinkler irrigation, drip irrigation, and furrow method.

Student Response:
Sprinkler irrigation method 
Drip irrigation method
Conventional drip irrigation method
Flooding irrigation method
Furrow irrigation method

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
To segment the rose petals [4 marks]:

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5 with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5.

Student Response:
To segment rose petals: 
Hue: wide range around 0 degrees. for rose petals red colour is the dominant one along with some dark shadows.
Saturation: in the low range (0-0.4). Lower

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Describe the purpose of state DecideAction in adacrus node (max 2-3 lines).

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering turn depending state robot, take u, and decideaction with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: turn depending state robot, take u, and decideaction) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention turn depending state robot, take u, and decideaction.

Student Response:
The bot reaches to DecideAction state after reaching to a node o

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
What is the need to use homogenous coordinates for 2D transformations?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention makes it easier computer calculate, uniform matrix representation rotation, and scaling. allow optimization.

Student Response:
to keep the coordinate linear

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
What is the significance of the time-area method?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering what significance time, area method, and significance with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: what significance time, area method, and significance) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention what significance time, area method, and significance.

Student Response:
time area method used in hydrology in calculating peak of the basin.

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
Q1. State TRUE or FALSE and justify. [6 marks] No correct justification, no marks. 

d. An executable (binary) program can be used to instantiate and execute more than one process simuitaneous.y. In such a situation, processes of the same program use the same PCB process-conro.Dock, with a reference counter to indicate number of instances,

Rubric:
Score 2 (Correct): States False and provides a correct justification referencing needs separate os state track its execution memory contents, stack state etc. shared pcb cannot provide semantics, and false each process independent entity (e.g., the causal link / mechanism).
Score 1 (Partial): States False OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
False. Different processes have different PCB, it no copy-on-write optimization.

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Assuming an user process knows the PID of another task from a pool of several READY processes, it does not have the capability to initiate a context switch and schedule the target process next on the CPU.

Rubric:
Score 2 (Correct): States True and provides a correct justification referencing it does not have capability initiate context switch, schedule target process next cpu, and justify. no correct justification (e.g., the causal link / mechanism).
Score 1 (Partial): States True OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
**False**, if user process know the PID of another target process, then it does have the capability to initiate a context switch and schedule the target process next on the CPU.

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
c. When the fork() system call is made the child process is (almost) identical to the parent
process. In the parent process, the return path from kernel mode to user mode happens via
the trap/interrupt handler (system call is a trap/interrupt).
Explain the return path from the kernel mode to the user mode for the child process.
Specifically, there was no trap in the child process, so how does the child process return from
a trap?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering it kernel mode. child process needs context execute kernel mode, context execution child setup start execution at start function, and then proceeds rest kernel stack unrolling return user space with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: it kernel mode. child process needs context execute kernel mode, context execution child setup start execution at start function, and then proceeds rest kernel stack unrolling return user space) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention it kernel mode. child process needs context execute kernel mode, context execution child setup start execution at start function, and then proceeds rest kernel stack unrolling return user space.

Student Response:
For the child process, the return path from the kernel mode to the user mode goes almost similar as that of the parent process, but the two tasks are differentiated based on the signal checking i.e like checking for SIGINT/SIGTERM

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Assuming an user process knows the PID of another task from a pool of several READY processes, it does not have the capability to initiate a context switch and schedule the target process next on the CPU.

Rubric:
Score 2 (Correct): States True and provides a correct justification referencing it does not have capability initiate context switch, schedule target process next cpu, and justify. no correct justification (e.g., the causal link / mechanism).
Score 1 (Partial): States True OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
False

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
a. List and explain two privileged actions that an user process may attempt to perform and which
are prevented by the OS via the limited-directed execution setup.
Note that the user process has to know specifically how to make such an attempt.
(e.g., the user process does not know that a PCB exists and hence may not know how to
update its contents).

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering write cr3 register modify page directory pointer, access va lies kernel virtual address range, and write eflags registers modify execution status with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: write cr3 register modify page directory pointer, access va lies kernel virtual address range, and write eflags registers modify execution status) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention write cr3 register modify page directory pointer, access va lies kernel virtual address range, and write eflags registers modify execution status.

Student Response:
The user may maliciously or through bugs, run in perhaps an infinite for/while loop thus monoselfishly never giving up the CPU. To tackle this the OS issues timer interrupts so that every process can run on the CPU only for a certain period of time until it gets context switched.

ii) The user

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Two      advantages of separating declaration from definition are: .....

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear.

Student Response:
1.Declaration is like an interface or outer_functionality to the user

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Without the timer interrupt, the OS still has opportunities to schedule READY processes and share the CPU for multitasking

Rubric:
Score 2 (Correct): States True and provides a correct justification referencing os still has opportunities schedule ready processes, no marks. d. without timer interrupt, and justify. no correct justification (e.g., the causal link / mechanism).
Score 1 (Partial): States True OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
TRUE. This can be done cooperatively - when a process does a system call - the OS can schedule some other process. However, there may be cases when a process is not preempted as the process can get stuck and fall in an infinite loop and fail.

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
To segment the green leaves and stem [4 marks]:

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering saturation low, saturation, and intensity with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: saturation low, saturation, and intensity) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention saturation low, saturation, and intensity.

Student Response:
for green leaves and stem we have Hue having a narrow range around 120(105 to 135)
for saturation
this should be broad range around 0.85
(0.7-1)
for intensity a broad range around 0.33 works as pure color have low intensity 1/3

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
c. When the fork() system call is made the child process is (almost) identical to the parent
process. In the parent process, the return path from kernel mode to user mode happens via
the trap/interrupt handler (system call is a trap/interrupt).
Explain the return path from the kernel mode to the user mode for the child process.
Specifically, there was no trap in the child process, so how does the child process return from
a trap?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering it kernel mode. child process needs context execute kernel mode, context execution child setup start execution at start function, and then proceeds rest kernel stack unrolling return user space with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: it kernel mode. child process needs context execute kernel mode, context execution child setup start execution at start function, and then proceeds rest kernel stack unrolling return user space) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention it kernel mode. child process needs context execute kernel mode, context execution child setup start execution at start function, and then proceeds rest kernel stack unrolling return user space.

Student Response:
The kernel stack of the child process also contains the same trapframe as that
of the parent, except that the return value of this system call, which

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
Two methods of estimating parameters of the probability distribution are

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering method maximum likelihood, method moments, and distribution with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: method maximum likelihood, method moments, and distribution) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention method maximum likelihood, method moments, and distribution.

Student Response:
point and interval estimation

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
To segment the green leaves and stem [4 marks]:

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering saturation low, saturation, and intensity with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: saturation low, saturation, and intensity) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention saturation low, saturation, and intensity.

Student Response:
using the equation of hue and theta, we get that G is maximum around hue=120. So a band around

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Two      advantages of separating declaration from definition are: .....

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention overriding functions. enhances modularity code. also separates abstraction implementation, easier reader understand. allows easy changing, and code will more clear.

Student Response:
1. The class body becomes compact and more readable. 
2. The class body and the function implementations can be stored in different  files as the programs get larger and larger.

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
c. Assume the OS is using a lazy allocation policy for memory allocation to processes. On a page fault due to an unmapped physical page(and a valid virtual address), the OS handles the page fault (via allocation and updates to the virtual to physical address mappings in the page table) and then executes the next instruction (the one after the faulting instruction).

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering executes faulting instruction. page fault pc not incremented, false fixing mapping only part operations, and oses page fault handler creates mappings with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: executes faulting instruction. page fault pc not incremented, false fixing mapping only part operations, and oses page fault handler creates mappings) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention executes faulting instruction. page fault pc not incremented, false fixing mapping only part operations, and oses page fault handler creates mappings.

Student Response:
False, the OS may schedule another process, so the EIP may be set to another of the other process, not necessarily the next instruction of the same process.

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Without the timer interrupt, the OS still has opportunities to schedule READY processes and share the CPU for multitasking

Rubric:
Score 2 (Correct): States True and provides a correct justification referencing os still has opportunities schedule ready processes, no marks. d. without timer interrupt, and justify. no correct justification (e.g., the causal link / mechanism).
Score 1 (Partial): States True OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
True. Timer interrupt makes it more efficient but OS can still schedule READY processes in some other way (queue where next process waits for last to finish always) balancing on CPU.

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Which image analysis applications benefit from interest points like corners?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering harris corner detection corner we can improve image segmentation, classitication, and applications with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: harris corner detection corner we can improve image segmentation, classitication, and applications) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention harris corner detection corner we can improve image segmentation, classitication, and applications.

Student Response:
Some applications of corner features are CV application to convert sat images to maps. Self driving cars (road/building detection etc). 3P video tracking. Image stitching. Image alignment

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
What is the advantage of a nonlinear discriminant function classifier over a linear one?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering what advantage nonlinear discriminant function classifier over linear one, discriminant, and classifier with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: what advantage nonlinear discriminant function classifier over linear one, discriminant, and classifier) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention what advantage nonlinear discriminant function classifier over linear one, discriminant, and classifier.

Student Response:
A linear discriminant function that produces a value when a pixel feature Vector is input to       t. for class k, it can be written as gk (x). But in non linear discriminant function, We use a large number of pixels.

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
a. List and explain two privileged actions that an user process may attempt to perform and which
are prevented by the OS via the limited-directed execution setup.
Note that the user process has to know specifically how to make such an attempt.
(e.g., the user process does not know that a PCB exists and hence may not know how to
update its contents).

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering write cr3 register modify page directory pointer, access va lies kernel virtual address range, and write eflags registers modify execution status with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: write cr3 register modify page directory pointer, access va lies kernel virtual address range, and write eflags registers modify execution status) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention write cr3 register modify page directory pointer, access va lies kernel virtual address range, and write eflags registers modify execution status.

Student Response:
A user process may try to peek and read other process's data form it's files.
The user process may schedule itself before any other process gets to schedule again and again.
The user process may attempt to change the timer interrupt value to a larger value so that it gets more CPU time.

These all attempts are prevented by the OS via LDE setup.

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Assuming an user process knows the PID of another task from a pool of several READY processes, it does not have the capability to initiate a context switch and schedule the target process next on the CPU.

Rubric:
Score 2 (Correct): States True and provides a correct justification referencing it does not have capability initiate context switch, schedule target process next cpu, and justify. no correct justification (e.g., the causal link / mechanism).
Score 1 (Partial): States True OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
True.

Please assign a score in {0,1,2}. Output only the number.",0
"Question:
To segment the rose petals [4 marks]:

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5 with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention narrow range around 0 360 degress, all primary colors pure colors, and broad range around 0.5.

Student Response:
A narrow range around 0/360 degree for H (due to red color of petals). A broad range of I centered around 0.5. A broad range of S centered around 0.5.

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
Quote any one advantage of reservoir and channel flood routing each.

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering reservoir routing can used estimate peak reservoir levels during flood, can used estimate peak reservoir levels during flood, and duration profile during storm helps construction bridges with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: reservoir routing can used estimate peak reservoir levels during flood, can used estimate peak reservoir levels during flood, and duration profile during storm helps construction bridges) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention reservoir routing can used estimate peak reservoir levels during flood, can used estimate peak reservoir levels during flood, and duration profile during storm helps construction bridges.

Student Response:
Reservoir Routing / Hydrologic Modelling- Uses continuity equation to find attenuated peak in case of flooding, so can be used in flood control.
Channel Routing / Hydraulic Modelling - Uses continuity as well as momentum(st venant equation) to find outflow at a channel c/s based on I1, I2, Q1 (c1,c2,c3) which is required very frequently (based on say Muskingum routing).

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Assuming an user process knows the PID of another task from a pool of several READY processes, it does not have the capability to initiate a context switch and schedule the target process next on the CPU.

Rubric:
Score 2 (Correct): States True and provides a correct justification referencing it does not have capability initiate context switch, schedule target process next cpu, and justify. no correct justification (e.g., the causal link / mechanism).
Score 1 (Partial): States True OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
True, although user process can call ""exec"" syscall but the scheduler decides to context switch (or not), not user.

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Without the timer interrupt, the OS still has opportunities to schedule READY processes and share the CPU for multitasking

Rubric:
Score 2 (Correct): States True and provides a correct justification referencing os still has opportunities schedule ready processes, no marks. d. without timer interrupt, and justify. no correct justification (e.g., the causal link / mechanism).
Score 1 (Partial): States True OR gives a mostly correct justification, but the explanation is vague, misses the key link, or omits the explicit truth value.
Score 0 (Incorrect): States the wrong truth value or provides an incorrect/irrelevant justification.

Student Response:
TRUE, any interrupt to OS, so OS can schedule other process. But this increases the overhead on the processor. For example, the proc might be stuck in a loop forever.

Please assign a score in {0,1,2}. Output only the number.",2
"Question:
Give two uses of lasers

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering laser printing some uses lasers, optical fibre communication, and used medical surgery with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: laser printing some uses lasers, optical fibre communication, and used medical surgery) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention laser printing some uses lasers, optical fibre communication, and used medical surgery.

Student Response:
To study properties of light and in medical purposes

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
What is the advantage of a nonlinear discriminant function classifier over a linear one?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering what advantage nonlinear discriminant function classifier over linear one, discriminant, and classifier with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: what advantage nonlinear discriminant function classifier over linear one, discriminant, and classifier) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention what advantage nonlinear discriminant function classifier over linear one, discriminant, and classifier.

Student Response:
Non linear discriminant function can allow us to classily the dataset that is not linearly separable.

Please assign a score in {0,1,2}. Output only the number.",1
"Question:
What is conveyed by the very low eigenvalues with principal component transform applied to high dimensional data?

Rubric:
Score 2 (Correct): Clearly and specifically addresses the key requirement by covering highly corelated some other vector. axes not useful, very low eigen value refers axes, and along data has very low variance with accurate details.
Score 1 (Partial): Covers some key elements (at least 2 of: highly corelated some other vector. axes not useful, very low eigen value refers axes, and along data has very low variance) but lacks clarity or misses essential detail.
Score 0 (Incorrect): Does not address the key requirement or fails to mention highly corelated some other vector. axes not useful, very low eigen value refers axes, and along data has very low variance.

Student Response:
Low eigen values denotes very low variance all the values are concentrated towards its mean.

Please assign a score in {0,1,2}. Output only the number.",1
